Transaction_ID,Item
366,Juice
366,Vegetables
367,Fish
367,Yogurt
367,Juice
368,Pasta
368,Juice
368,Milk
369,Diaper
369,Juice
369,Cereal
369,Chicken
370,Eggs
370,Vegetables
370,Butter
370,Diaper
371,Vegetables
371,Bread
371,Butter
371,Fish
371,Eggs
371,Juice
372,Rice
372,Fruits
372,Eggs
373,Milk
374,Fish
375,Cereal
375,Cheese
376,Vegetables
376,Fish
376,Bread
376,Yogurt
377,Vegetables
377,Rice
377,Diaper
378,Yogurt
379,Fish
379,Bread
379,Chicken
380,Bread
380,Vegetables
380,Yogurt
380,Diaper
381,Fish
381,Diaper
381,Vegetables
382,Milk
382,Juice
382,Fish
382,Vegetables
382,Cheese
382,Cereal
383,Fruits
383,Vegetables
383,Cereal
383,Yogurt
384,Fish
384,Fruits
384,Diaper
384,Juice
384,Cheese
385,Butter
385,Rice
385,Eggs
385,Cereal
385,Juice
385,Bread
386,Pasta
386,Diaper
386,Rice
387,Vegetables
387,Rice
387,Juice
387,Fruits
387,Butter
388,Juice
388,Yogurt
388,Rice
388,Chicken
388,Vegetables
388,Cereal
389,Diaper
390,Juice
390,Milk
390,Fruits
390,Fish
390,Eggs
390,Cereal
391,Cheese
391,Fish
391,Fruits
391,Milk
391,Yogurt
391,Chicken
392,Vegetables
392,Cheese
392,Milk
393,Eggs
394,Juice
394,Diaper
394,Bread
394,Butter
394,Chicken
395,Diaper
396,Butter
397,Diaper
397,Rice
397,Yogurt
398,Cheese
398,Pasta
399,Bread
399,Milk
399,Pasta
399,Eggs
399,Diaper
400,Rice
400,Fish
400,Fruits
401,Cereal
401,Vegetables
401,Bread
401,Cheese
401,Chicken
401,Fish
402,Rice
403,Fruits
403,Pasta
403,Chicken
403,Diaper
403,Juice
404,Butter
404,Cereal
404,Milk
404,Fruits
405,Fish
406,Fruits
406,Yogurt
406,Fish
407,Vegetables
407,Butter
408,Yogurt
409,Fruits
409,Pasta
410,Yogurt
411,Bread
411,Chicken
411,Eggs
411,Yogurt
412,Fruits
412,Bread
412,Cereal
413,Vegetables
413,Milk
413,Yogurt
413,Cheese
413,Butter
413,Juice
414,Bread
414,Chicken
414,Fruits
414,Cereal
414,Butter
415,Vegetables
415,Yogurt
415,Fruits
415,Butter
416,Eggs
416,Cereal
416,Juice
416,Yogurt
417,Diaper
418,Vegetables
418,Juice
419,Fish
419,Milk
419,Vegetables
420,Yogurt
420,Rice
420,Vegetables
420,Bread
420,Chicken
421,Vegetables
421,Fruits
422,Cheese
422,Rice
422,Cereal
422,Milk
422,Eggs
423,Yogurt
424,Rice
424,Pasta
425,Diaper
425,Butter
425,Eggs
425,Juice
425,Fruits
426,Pasta
426,Butter
426,Milk
426,Eggs
426,Fish
427,Chicken
427,Fruits
427,Yogurt
428,Milk
428,Rice
428,Diaper
428,Butter
428,Eggs
428,Juice
429,Vegetables
430,Bread
431,Vegetables
431,Yogurt
431,Fruits
431,Bread
431,Juice
431,Cereal
432,Rice
432,Eggs
433,Fish
434,Rice
434,Milk
434,Juice
435,Fish
435,Fruits
435,Cereal
435,Chicken
435,Milk
436,Bread
437,Pasta
437,Yogurt
437,Cereal
437,Bread
438,Butter
438,Chicken
438,Bread
438,Pasta
439,Bread
440,Vegetables
441,Juice
441,Vegetables
442,Fruits
443,Rice
443,Cheese
443,Pasta
443,Yogurt
443,Bread
443,Cereal
444,Fruits
444,Vegetables
445,Fruits
445,Yogurt
445,Rice
445,Eggs
446,Cereal
446,Eggs
446,Fruits
446,Milk
446,Juice
447,Bread
447,Juice
447,Fish
448,Vegetables
448,Chicken
449,Eggs
449,Rice
449,Vegetables
450,Milk
451,Cereal
451,Pasta
451,Fruits
451,Diaper
451,Fish
452,Eggs
452,Fish
452,Bread
452,Butter
452,Yogurt
453,Butter
454,Diaper
454,Fruits
454,Yogurt
454,Milk
454,Juice
454,Chicken
455,Chicken
455,Fruits
455,Bread
455,Butter
455,Pasta
455,Rice
456,Fruits
456,Yogurt
456,Bread
456,Rice
456,Chicken
456,Cereal
457,Pasta
457,Rice
457,Bread
457,Butter
457,Chicken
458,Eggs
458,Cereal
458,Diaper
458,Chicken
458,Vegetables
458,Fish
459,Juice
459,Diaper
460,Fish
460,Rice
460,Cereal
461,Diaper
461,Fruits
462,Cheese
462,Vegetables
462,Chicken
462,Bread
462,Butter
463,Fruits
463,Juice
463,Milk
463,Rice
464,Eggs
464,Bread
464,Cheese
464,Milk
464,Cereal
464,Diaper
465,Diaper
466,Diaper
467,Yogurt
467,Fish
467,Fruits
468,Cereal
469,Bread
469,Cheese
470,Cereal
471,Pasta
471,Butter
472,Rice
472,Pasta
473,Bread
473,Fruits
473,Butter
473,Cheese
473,Chicken
474,Milk
474,Bread
474,Rice
474,Pasta
474,Cheese
474,Fish
475,Pasta
475,Fish
475,Rice
475,Juice
475,Bread
475,Chicken
476,Cheese
476,Chicken
476,Eggs
477,Vegetables
477,Fruits
477,Butter
478,Butter
478,Chicken
478,Yogurt
478,Juice
479,Bread
480,Diaper
481,Fish
481,Chicken
481,Diaper
481,Vegetables
481,Rice
482,Vegetables
483,Juice
483,Cereal
483,Milk
484,Eggs
485,Bread
486,Vegetables
486,Pasta
486,Yogurt
486,Fruits
486,Juice
486,Rice
487,Cheese
487,Chicken
487,Bread
487,Butter
487,Vegetables
487,Eggs
488,Chicken
488,Cereal
488,Yogurt
489,Diaper
489,Vegetables
489,Cereal
489,Milk
489,Yogurt
490,Cereal
490,Pasta
490,Vegetables
490,Fish
491,Chicken
491,Cereal
491,Milk
491,Eggs
491,Pasta
492,Butter
492,Yogurt
492,Pasta
493,Butter
494,Rice
494,Juice
494,Milk
495,Butter
495,Yogurt
495,Cheese
495,Vegetables
495,Eggs
496,Pasta
496,Milk
496,Yogurt
496,Juice
496,Chicken
496,Cheese
497,Vegetables
497,Fruits
497,Chicken
497,Butter
497,Yogurt
498,Eggs
498,Vegetables
498,Bread
498,Cereal
498,Fish
499,Yogurt
499,Bread
499,Juice
499,Butter
500,Cheese
500,Fish
500,Fruits
500,Vegetables
500,Yogurt
501,Diaper
501,Rice
501,Cereal
502,Cereal
502,Butter
502,Pasta
503,Diaper
503,Juice
503,Rice
503,Cheese
503,Milk
504,Milk
504,Cereal
504,Chicken
504,Rice
504,Fish
505,Pasta
505,Cheese
505,Eggs
506,Juice
506,Vegetables
507,Bread
507,Pasta
507,Milk
507,Juice
507,Eggs
507,Rice
508,Diaper
509,Rice
509,Milk
509,Diaper
509,Fruits
510,Juice
510,Rice
510,Milk
510,Cheese
511,Rice
511,Diaper
511,Bread
511,Butter
511,Vegetables
511,Eggs
512,Yogurt
512,Eggs
513,Chicken
513,Fruits
513,Milk
513,Rice
513,Juice
514,Pasta
514,Fruits
514,Bread
515,Milk
515,Eggs
515,Chicken
515,Fish
515,Fruits
516,Vegetables
516,Fish
516,Chicken
516,Milk
517,Cereal
517,Eggs
517,Pasta
517,Chicken
517,Vegetables
518,Chicken
518,Vegetables
518,Eggs
518,Bread
519,Diaper
519,Butter
519,Rice
520,Cheese
520,Fruits
520,Bread
520,Juice
520,Butter
521,Cereal
521,Diaper
521,Cheese
521,Bread
521,Juice
521,Fruits
522,Milk
522,Bread
523,Fish
523,Butter
523,Rice
523,Pasta
524,Fish
524,Vegetables
525,Chicken
526,Butter
526,Bread
526,Diaper
527,Yogurt
528,Chicken
528,Cheese
528,Butter
528,Cereal
528,Eggs
528,Vegetables
529,Fruits
529,Juice
529,Rice
530,Fish
530,Diaper
531,Eggs
531,Diaper
532,Fish
533,Vegetables
533,Cereal
534,Fruits
534,Cheese
534,Rice
534,Vegetables
534,Pasta
535,Cheese
536,Vegetables
536,Fruits
536,Juice
536,Milk
536,Yogurt
536,Cereal
537,Diaper
537,Eggs
537,Rice
537,Cheese
537,Chicken
538,Cereal
538,Diaper
539,Butter
539,Pasta
539,Chicken
539,Cereal
540,Fruits
540,Rice
541,Diaper
541,Butter
542,Cereal
542,Juice
542,Milk
542,Diaper
542,Yogurt
543,Eggs
543,Chicken
543,Cheese
543,Fruits
543,Bread
544,Eggs
544,Diaper
545,Bread
545,Pasta
545,Diaper
545,Cheese
546,Pasta
546,Fish
546,Cheese
546,Bread
546,Milk
546,Diaper
547,Cheese
548,Fruits
548,Cereal
548,Diaper
548,Rice
548,Fish
548,Yogurt
549,Yogurt
549,Diaper
549,Bread
549,Vegetables
550,Yogurt
550,Cereal
550,Butter
550,Bread
550,Vegetables
551,Cereal
551,Fish
552,Rice
552,Fruits
552,Chicken
552,Vegetables
552,Yogurt
552,Cereal
553,Fish
554,Fruits
554,Vegetables
554,Milk
554,Diaper
554,Cheese
554,Eggs
555,Fruits
555,Butter
555,Milk
556,Diaper
557,Milk
557,Cereal
557,Fruits
558,Juice
559,Butter
559,Pasta
559,Diaper
559,Vegetables
559,Bread
559,Eggs
560,Cheese
560,Fish
560,Bread
560,Pasta
561,Rice
561,Bread
561,Juice
561,Fish
561,Yogurt
561,Vegetables
562,Fish
562,Rice
563,Cereal
563,Chicken
564,Bread
564,Juice
564,Yogurt
564,Cheese
564,Rice
564,Vegetables
565,Vegetables
565,Chicken
565,Juice
566,Pasta
566,Chicken
566,Eggs
566,Bread
567,Diaper
567,Chicken
567,Bread
568,Cereal
569,Chicken
569,Pasta
569,Bread
570,Bread
570,Juice
570,Rice
570,Milk
570,Chicken
571,Chicken
571,Fruits
571,Yogurt
572,Cheese
572,Bread
572,Vegetables
572,Butter
572,Chicken
572,Fruits
573,Chicken
574,Vegetables
575,Pasta
575,Rice
575,Yogurt
576,Rice
576,Bread
577,Milk
577,Eggs
577,Vegetables
578,Chicken
578,Bread
578,Yogurt
578,Cheese
579,Fruits
579,Chicken
579,Butter
579,Cheese
579,Milk
579,Juice
580,Juice
581,Rice
581,Juice
581,Chicken
581,Fruits
581,Cheese
582,Butter
582,Cereal
583,Fish
583,Pasta
583,Cereal
584,Diaper
585,Cereal
585,Juice
585,Pasta
586,Juice
586,Fish
586,Chicken
586,Cheese
587,Fruits
587,Butter
587,Vegetables
587,Diaper
